publish_date,headline_text
2017-03-16 15:52:54,British Pound Spikes After BoE Monetary Policy Statement
2017-03-15 18:20:31,British Pound Rallies Against US Dollar Following UK Jobless Data
2017-03-15 17:01:00,USD/CAD Demonstrates Bearish Trend Ahead of FOMC Rate Decision
2017-03-14 17:51:42,British Pound Hits Lowest Level in Two Months as Parliament Approves Brexit Bill
2017-03-14 16:57:48,EUR/USD Remains Bearish as ZEW German Survey Disappoints
2017-03-14 15:14:47,US Dollar Climbs Ahead of Federal Reserve Decision on Interest Rates
2017-03-13 15:50:02,EUR/USD Rally Reverses as Political Uncertainty in the Eurozone Intensifies
2017-03-13 09:41:36,Great Britain Pound Rallies During Monday’s Session
2017-03-13 08:49:54,Japanese Yen Firm Despite Economic Data 8
2017-03-11 16:45:33,ECB Hawkishness Makes Euro Strongest Major Currency
2017-03-10 18:49:48,Canadian Dollar Hangs onto Gains After Solid Employment Data u
2017-03-10 16:58:40,Euro Rises Against Major Counterparts as ECB No Longer Worries About Deflation C
2017-03-10 16:03:43,US Dollar Disappoints Despite Strong Non-Farm Payroll Report
2017-03-10 12:46:34,Sterling Soft as Britain’s Economy Doesn’t Look Pretty
2017-03-10 10:40:32,GBP/USD Rallies Briefly After Release of UK Production Data for January
2017-03-09 22:10:28,British Pound Weakens to Lowest Level in Weeks Against US Dollar
2017-03-09 17:14:05,Euro Rallies Briefly Boosted by Mario Draghi’s Hawkish Comments 0
2017-03-09 16:26:00,US Dollar Reaches Strongest Level in Weeks Against Japanese Yen
2017-03-08 22:47:28,Great Britain Pound Struggles as Brexit Uncertainty Weighs
2017-03-08 19:49:00,CAD/JPY Rallies Briefly on Positive Housing Starts and Building Permits
2017-03-08 18:30:47,US Dollar Climbs Against Euro on Strong ADP Employment Data
2017-03-07 18:09:05,USD/CAD Remains Stable After Release of Trade Balance Data 9
2017-03-07 17:25:13,Canadian Dollar Trades near Lowest Level in Two Months After Trade Data
2017-03-07 13:30:47,Brexit Fears &amp; Poor Macroeconomic Data Drive Pound Down
2017-03-07 12:46:06,Australian Dollar Welcomes RBA Decision to Stay Pat
2017-03-06 22:44:18,US Dollar Bounces as Traders Continue to Anticipate Fed Hike 2c
2017-03-06 17:36:39,"EUR/USD Rallies Briefly, Later Retraces Gains as Uncertainty Plagues the Eurozone"
2017-03-06 13:36:28,Australian Dollar Ignores China’s Growth Target Revision u
2017-03-06 13:08:05,Yen Strengthens After North Korean Missile Launch
2017-03-04 12:58:05,"US Dollar Rallies Over Week, Loses Gains vs. Euro by Weekend"
2017-03-03 17:15:09,EUR/USD Retreats from Daily High After Release of US ISM Non-Manufacturing Data
2017-03-03 13:57:15,Pound Retreats as Growth of Services Sectors Slows Beyond Eectations
2017-03-03 13:12:48,Yen Mixed After Set of Economic Reports from Japan
2017-03-02 22:47:29,Euro’s Performance Isn’t Stellar Despite Supportive Fundamentals
2017-03-02 16:52:24,USD/CAD Deflates Briefly from Bullish Trend After Release of Canadian GDP Data
2017-03-02 16:06:13,US Dollar Climbs on Eectations of an Interest Rate Hike by Federal Reserve in March
2017-03-02 11:26:54,USD/CHF Rises as Swiss GDP Misses Forecasts
2017-03-02 11:04:28,Pound Flat as Britain’s Economic Data Mixed 2
2017-03-01 17:10:08,USD/CAD Rallies on Positive US ISM Manufacturing Data and BoC Announcement
2017-03-01 14:54:05,US Dollar Jumps Against All Major Peers Following Trump Address to Congress
2017-03-01 13:13:15,Economic Data from Australia &amp; China Helps Aussie
2017-03-01 12:36:07,"Market Sentiment Turns Positive After Trump’s Speech, Yen Takes Hit"
2017-02-28 21:24:19,"Canadian Dollar Retreats on Weak US GDP, Despite Positive Manufacturing Prices Data"
2017-02-28 18:00:23,AUD/USD Trades in a Range Ahead of Australia’s GDP Announcement
2017-02-28 17:57:59,Britain’s Sterling Soft During Tuesday’s Choppy Trading u
2017-02-28 16:45:37,US Dollar Drops Against Euro on Concerns Towards Trump Speech
2017-02-28 11:15:53,"NZD Flat vs. USD, Lower vs. EUR &amp; JPY amid Unfavorable Fundamentals"
2017-02-28 10:47:36,Yen Goes Higher in Risk-Averse Environment
2017-02-27 21:10:01,Euro Climbs as Polls Show Lead of Macro Over Le Pen in French Elections
2017-02-27 19:01:58,Japanese Yen Edges Lower Against US Dollar Ahead of Retail Sales Data
2017-02-27 17:37:54,"Canadian Dollar Fluctuates on Weak Demand Ahead of BoC Decision, Despite Higher Oil Prices"
2017-02-27 17:27:55,US Dollar Tumbles on Mixed Economic Releases as Markets Await Trump Speech 0
2017-02-27 12:33:20,Sterling Goes Down as Brexit Concerns Return
2017-02-27 11:46:15,Positive Economic Data Doesn’t Prevent Fall of Australia Dollar
2017-02-25 11:12:07,Dollar’s Performance Lukewarm During Trading Week
2017-02-24 18:59:53,Canadian Dollar Edges Higher Against US Counterpart on Strong Inflation Data
2017-02-24 18:14:42,"US Dollar Rallies Briefly After Release of Home Sales Data, Later Retraces Gains"
2017-02-24 12:25:36,Pound Heads to Weekly Gains Despite Falling on Friday
2017-02-23 19:35:43,Canadian Dollar Rises Against US Peer Ahead of Consumer Price Index Data
2017-02-23 17:15:04,US Dollar Plummets After Steven Mnuchin Interview and Initial Jobless Claims Data
2017-02-23 13:52:15,Aussie Bounces After Intraday Drop 8
2017-02-23 13:29:48,Pound Gains on Dollar &amp; Euro After Retail Sales Data
2017-02-23 00:03:20,"Canadian Dollar Falls, Trims Losses After Fed Minutes"
2017-02-22 19:33:27,British Pound Drops Against US Dollar Despite Positive Revision for UK GDP
2017-02-22 18:02:44,"US Dollar Rallies, Later Retreats, as Markets Await Release of FOMC Minutes d"
2017-02-22 16:54:39,Euro Off Session Lows as Political Fears Subside
2017-02-22 10:23:46,Japanese Yen Gains as Kuroda Says No More Interest Rate Cuts dD2U
2017-02-22 09:37:18,"Aussie Reaches Multi-Year Highs, Ignoring Economic Data"
2017-02-21 18:24:00,British Pound Struggles to Find Direction Despite Hawkish Comments from BoE Governor
2017-02-21 17:58:42,US Dollar Climbs as Comments from Fed Official Increase Eectations for Raising Rates d
2017-02-21 12:08:44,Japanese Yen Shows No Discernible Trend After Mixed Data D
2017-02-21 11:20:19,"Aussie Falls vs. Greenback, Posts Gains vs. Other Rivals After RBA Minutes c"
2017-02-20 21:03:50,Canadian Dollar Steadies as Wholesale Trade Exceeds Forecasts
2017-02-20 17:46:07,British Pound Performs Better Ahead of Brexit Vote by House of Lords
2017-02-20 16:38:34,"Euro Attempts to Rally, Remains in Danger from Negative Factors"
2017-02-20 12:07:40,Japanese Yen Starts Week with Losses
2017-02-20 11:37:18,New Zealand Dollar Starts Week Sharply Higher
2017-02-18 12:21:09,US Dollar Fails to Capitalize on Positive Fundamentals
2017-02-17 20:10:10,Euro Fails to Profit from Better-Than-Eected Current Account
2017-02-17 18:54:00,"AUD/USD Bullish Trend Reverses, Despite Positive Australian Employment Data"
2017-02-17 17:09:51,Japanese Yen Rises Against Dollar Despite Strong US Economic Data
2017-02-17 12:17:41,"UK Retails Sales Decline, Sterling Loses Ground"
2017-02-17 11:32:18,New Zealand Dollar Falls as Domestic Data Trails Eectations
2017-02-16 19:20:54,British Pound Falls on Weak Wage Growth and Pessimistic Consumer Spending Outlook
2017-02-16 18:01:06,US Dollar Falls for Second Consecutive Day
2017-02-16 17:40:55,EUR/USD Trades Higher as US Dollar Weakens Despite Fed’s Hawkish Outlook
2017-02-16 12:44:03,"Market Sentiment Sours, Restoring Demand for Safety of Yen"
2017-02-16 12:01:56,Employment Data Drives Australian Dollar Down
2017-02-16 01:33:42,US Dollar Loses Wednesday’s Gains as Economic Data Turns to Worse C
2017-02-15 19:00:53,Canadian Dollar Erases Earlier Losses Against US Peer Following Manufacturing Data
2017-02-15 17:11:43,"US Dollar Rallies Briefly Boosted by Higher CPI and Retail Sales, Later Retraces Gains"
2017-02-15 13:20:48,"Australian Dollar Gains, Lifted by Positive Data"
2017-02-15 12:39:25,Great Britain Pound Posts Losses as Wage Growth Misses Eectations
2017-02-14 21:30:21,Euro Goes Down as Economic Data Fails to Meet Eectations
2017-02-14 19:56:22,British Pound Declines as UK Inflation Disappoints Eectations
2017-02-14 18:27:11,US Dollar Rallies as Yellen Hints at a More Hawkish Fed Outlook
2017-02-14 14:19:11,Zloty Rebounds as Polish GDP Beats Eectations
2017-02-14 13:55:37,Aussie Goes Higher on Positive Data from Australia &amp; Abroad
2017-02-13 19:57:00,US Dollar Rises Against Major Rivals Following Trump and Abe’s Meeting u
2017-02-13 18:43:58,British Pound Rebounds Ahead of Eected Positive CPI Data
2017-02-13 09:00:02,"Japan’s GDP Misses Eectations, Yen Trades Lower"
2017-02-13 08:24:59,Ringgit Falls vs. Dollar Despite Favorable Market Sentiment
2017-02-11 19:31:41,US Dollar Returns Appeal After Several Weeks of Decline
2017-02-10 17:00:22,US Dollar Deflates After Release of Negative Consumer Sentiment Report
2017-02-10 12:41:15,Gains of Britain’s Pound After Economic Releases Short-Lived
2017-02-10 11:23:50,China’s Amazing Trade Data Boosts Australian Dollar
2017-02-09 19:52:58,Canadian Dollar Rises Against US Dollar Ahead of Labor Market Data
2017-02-09 17:22:21,EUR/USD Remains Bearish Backed by Political Uncertainties
2017-02-08 20:45:54,Canadian Dollar Climbs to Reverse Yesterday’s Direction Ahead of Housing Starts Data
2017-02-08 17:58:49,US Dollar Loses Momentum Triggered by Lower Bond Yields and an Empty Economic Docket
2017-02-08 12:55:08,Polish Zloty Backs Off as Central Bank Stays Passive
2017-02-08 12:29:46,"Pound Slides vs. Dollar &amp; Yen, Driven by Brexit Fears"
2017-02-08 01:57:48,Economic Data Doesn’t Make Yen Move c
2017-02-07 23:23:57,"European Assets Look Too Risky, Euro Suffers 9"
2017-02-07 19:14:06,Canadian Dollar Touches Lowest Level in Two Weeks as US Dollar Surges
2017-02-07 18:01:40,US Dollar Rises Backed by Lower Trade Deficit and Positive Jobs Data
2017-02-07 10:45:43,"Britain’s Pound Retreats, Finding No Support from Fundamentals"
2017-02-07 09:50:06,"New Zealand Dollar Surges on Inflation Eectations, Loses Gains Later"
2017-02-07 05:10:30,"Aussie Moves Higher After RBA Maintains Policy, Makes Hawkish Remarks"
2017-02-07 02:57:19,Japanese Yen Finds Strength in Political Uncertainty 0
2017-02-06 21:52:00,"EUR Trims Decline vs. USD &amp; GBP, Keeps Losses vs. JPY &amp; CHF"
2017-02-06 19:15:20,US Dollar Moves Higher Against Euro Following Draghi’s Dovish Comments
2017-02-06 18:46:42,"GBP/USD Trades Lower Based on Brexit Uncertainties, Later Recovers"
2017-02-04 19:17:00,"US Dollar Remains Soft, Outperforms Great Britain Pound"
2017-02-04 00:18:34,"CAD Erases Losses vs. USD, Rallies for Second Straight Week 2"
2017-02-03 20:58:50,Mexican Peso Rises vs. Dollar After US NFP
2017-02-03 18:49:19,British Pound Falls on Weak UK PMI Reading for Service Sector
2017-02-03 17:35:12,US Dollar Falters Backed by Poor Wage Growth Against Positive Job Growth for January
2017-02-03 10:17:13,Monetary Tightening Spurs Appreciation of Chinese Yuan
2017-02-03 09:52:11,Amazing Trade Data Supports Australian Dollar CD
2017-02-02 20:48:39,US Dollar Edges Lower as Uncertainty Towards Trump Looms
2017-02-02 16:45:31,GBP/USD Drops After BoE’s Dovish Comments and Neutral Outlook on UK Inflation
2017-02-01 17:21:01,US Dollar Rebounds as Hiring from Private Sector Exceeds Eectations
2017-02-01 16:27:45,"GBP/USD Rallies Boosted by Positive UK Manufacturing PMI Data, Despite US Dollar Recovery 9"
2017-01-31 22:52:05,Canadian Dollar Doesn’t Pay Heed to Supportive Fundamentals
2017-01-31 20:47:54,Euro Soars After Comments from Trump Trade Advisor
2017-01-31 19:26:43,CHF Retreats vs. EUR After Trading Near Highest Since Brexit Vote
2017-01-31 18:52:05,Turkish Lira Weakens amid Complicated Environment 2
2017-01-31 18:24:25,British Pound Drops Ahead of Parliament’s Debate of Article
2017-01-31 18:10:28,USD/JPY set to Record its first Monthly Decline since September 2
2017-01-31 00:41:17,"CAD Rallies vs. EUR &amp; USD, Falls vs. CHF &amp; JPY"
2017-01-30 17:44:02,US Dollar Drops as Trump’s Ban Raises Demand for Safety
2017-01-30 16:39:42,Japanese Yen Strong as Market Sentiment Averse to Risk
2017-01-30 16:35:32,"Euro Declines After Release of German CPI Data, but Later Recovers"
2017-01-30 14:53:22,Great Britain Pound Falls for Third Session
2017-01-28 18:04:18,Great Britain Pound Ends Week Strong
2017-01-27 22:57:37,Yen Trades Broadly Lower as Inflation Doesn’t Impress
2017-01-27 19:19:04,Economic Data Leads US Dollar During Friday’s Trading dd
2017-01-27 17:42:21,GBP/USD Pair Loses Momentum for the Second Consecutive Day Ahead of Crucial Meeting
2017-01-27 12:13:08,Polish Zloty Gains on Friday
2017-01-27 11:48:01,Turkish Lira Drops amid Credit Rating Worries
2017-01-26 22:28:33,Euro Drops as Dollar Rallies
2017-01-26 18:39:02,Canadian Dollar Declines on Concerns Towards Trump’s Protectionist Approach
2017-01-26 17:56:05,EUR/USD Weakens as the US Dollar Rallies Despite Negative Home Sales Data C
2017-01-26 12:40:15,"New Zealand Dollar Falls, Ignoring Good CPI"
2017-01-26 12:13:02,GBP Moves Lower vs. USD &amp; CHF Despite Solid GDP
2017-01-25 20:45:29,Australian Dollar Weakens After Inflation Data
2017-01-25 18:42:39,Mexican Peso Climbs vs. Dollar amid US Uncertainty
2017-01-25 18:24:07,Euro Recovers from Losses Despite Soft German Business Climate
2017-01-25 18:07:32,British Pound Rallies Boosted by Theresa May’s Announcement on Triggering Article
2017-01-25 17:01:23,US Dollar Edges Lower Against Euro as Traders Remain Reluctant
2017-01-24 23:16:52,British Pound Falls Following Supreme Court’s Ruling on Triggering Article
2017-01-24 18:43:48,"Turkey’s Central Bank Raises Interest Rates, Lira Unimpressed"
2017-01-24 17:50:19,Hungarian Forint Falls After Policy Meeting
2017-01-24 17:32:26,EUR/USD Falters Despite Release of Positive Markit PMI Data on the Eurozone
2017-01-23 18:22:18,US Dollar Falls on Concerns Towards Trump’s Administration
2017-01-23 17:41:14,GBP/USD Rallies Ahead of UK Supreme Court Ruling on Article
2017-01-21 21:06:39,"US Dollar Remains Weak, Dollar Bulls Remain Optimistic"
2017-01-20 18:43:00,Canadian Dollar Shows Mixed Results After Release of CPI Data for December
2017-01-20 15:04:23,US Dollar Heads Higher as Donald Trump Takes Office
2017-01-20 14:40:13,South Korean Won Avoids Losses U
2017-01-20 14:11:06,"Australian Dollar Falls, China’s Data Fails to Support"
2017-01-19 22:08:15,US Dollar Rises on Strong Housing Starts and Jobless Claims Data
2017-01-19 17:48:05,EUR/USD Eases as the ECB Warns of Subdued Inflation and Reports a Dovish Outlook
2017-01-18 18:19:01,Canadian Dollar Weakens as the BoC Maintains Interest Rates 89
2017-01-18 18:11:52,US Dollar Edges Higher as CPI Data Reveals Stronger Inflation
2017-01-18 15:16:40,"Real Falls vs. Dollar, Brazil’s Official’s Unconcerned"
2017-01-18 14:49:03,Britain’s Pound Unable Maintain Tuesday’s Rally 2
2017-01-17 19:53:06,US Dollar Drops as Donald Trump Says the Currency Is Too Strong
2017-01-17 18:54:42,British Pound Rallies Boosted by Theresa May’s Speech Outlining a Hard Brexit
2017-01-16 21:58:38,Euro Remains Stable Against US Dollar as Traders Anticipate ECB Meeting
2017-01-16 17:19:37,USD/CAD Struggles to Maintain Upward Momentum as US Markets Remain Closed C
2017-01-16 13:52:44,Market Sentiment Allows Yen Rally for Sixth Day
2017-01-16 13:25:14,Pound Starts Week Sharply Lower
2017-01-14 11:34:22,Dollar Ends Broadly Lower
2017-01-13 19:13:58,Great Britain Pound Halts Decline After Optimistic Speech from Michael Saunders
2017-01-13 17:43:01,US Dollar Recovers Briefly Boosted by Retail Sales Data for December 9
2017-01-13 14:07:55,"South Korean Won Gains on US Dollar, Ignoring Negative Fundamentals"
2017-01-13 13:45:23,"Turkish Lira Reverses Rally, Falling vs. US Dollar D"
2017-01-12 20:14:34,British Pound Falls as Traders Anticipate Theresa May’s Speech
2017-01-12 18:41:34,US Dollar Looks to Fed Speakers for Support After Trump Speech Sours Investor Confidence
2017-01-12 12:13:49,"Turkish Lira Logs Strong Gains vs. Dollar, Analysts Remain Bearish d"
2017-01-12 11:54:17,Brazilian Real Gains on US Dollar Despite Monetary Easing 2
2017-01-11 19:31:14,British Pound Drops to Lowest Level in Almost Months C
2017-01-11 18:27:57,US Dollar Declines Against Major Currencies During Trump’s First Press Briefing
2017-01-10 19:07:36,Canadian Dollar Rises Against Rivals on Stable Oil Prices
2017-01-10 18:15:17,US Dollar Remains Shaky as Investors Monitor Bond Yields
2017-01-10 09:52:09,Australian Dollar Fails to Rally vs. US Dollar
2017-01-10 09:35:04,"Theresa May Claims Markets Misinterpreted Her Words, Pound Stays Weak 1"
2017-01-09 18:58:49,Canadian Dollar Falls vs. Euro &amp; Yen Following Drop of Crude Oil 9
2017-01-09 17:41:01,US Dollar Falls vs. Major Peers During Monday’s Trading
2017-01-09 17:24:22,Euro Rallies Against Major Currencies Boosted by Positive Market Sentiment
2017-01-09 12:10:51,Turkish Lira Hits Record Low vs. Dollar After Falling More Than %
2017-01-09 11:39:26,Prime Minister’s Comments Drive Sterling Down
2017-01-06 19:09:34,US Dollar Climbs Against Euro and Pound on Strong US Wage Growth
2017-01-06 18:25:16,USD/CAD Drops Significantly After Release of Canada’s Employment Data
2017-01-05 19:22:56,Canadian Dollar Remains Unchanged Even as Oil Prices Move Higher
2017-01-05 18:17:43,US Dollar Remains Bearish as weak Unofficial Employment data Reported in December
